13-11-20 15:43:06,5416.66
13-11-20 15:48:08,5421.29
14-11-20 13:09:37,5424.48
14-11-20 13:10:51,5424.48
14-11-20 13:15:52,5424.48
14-11-20 13:20:53,5424.48
14-11-20 13:25:54,5424.48
14-11-20 13:30:55,5424.48
14-11-20 13:35:56,5424.48
14-11-20 13:40:57,5424.48
14-11-20 13:45:58,5424.48
14-11-20 13:50:59,5424.48
14-11-20 13:56:00,5424.48
14-11-20 14:01:01,5424.48
14-11-20 14:06:02,5424.48
14-11-20 14:11:04,5424.48
14-11-20 14:16:05,5424.48
14-11-20 14:21:06,5424.48
14-11-20 14:26:07,5424.48
14-11-20 14:31:09,5424.48
14-11-20 14:36:10,5424.48
14-11-20 14:41:11,5424.48
14-11-20 14:46:12,5424.48
14-11-20 14:51:13,5424.48
14-11-20 14:56:14,5424.48
14-11-20 15:01:15,5424.48
14-11-20 15:06:16,5424.48
14-11-20 15:11:17,5424.48
14-11-20 15:16:19,5424.48
14-11-20 15:21:20,5424.48
14-11-20 15:26:21,5424.48
14-11-20 15:31:22,5424.48
14-11-20 15:36:23,5424.48
14-11-20 15:41:24,5424.48
14-11-20 15:46:25,5424.48
14-11-20 15:51:26,5424.48
14-11-20 15:56:27,5424.48
14-11-20 16:01:29,5424.48
14-11-20 16:06:30,5424.48
14-11-20 16:11:31,5424.48
14-11-20 16:16:32,5424.48
14-11-20 16:21:33,5424.48
14-11-20 16:26:34,5424.48
14-11-20 16:31:35,5424.48
14-11-20 16:36:36,5424.48
14-11-20 16:41:37,5424.48
14-11-20 16:46:38,5424.48
14-11-20 16:51:39,5424.48
14-11-20 16:56:41,5424.48
14-11-20 17:01:42,5424.48
14-11-20 17:06:43,5424.48
14-11-20 17:11:44,5424.48
14-11-20 17:16:45,5424.48
14-11-20 17:21:46,5424.48
14-11-20 17:26:47,5424.48
14-11-20 17:31:48,5424.48
14-11-20 17:36:49,5424.48
14-11-20 17:41:50,5424.48
14-11-20 17:46:52,5424.48
14-11-20 17:51:53,5424.48
14-11-20 17:56:54,5424.48
14-11-20 18:01:55,5424.48
14-11-20 18:06:56,5424.48
14-11-20 18:11:57,5424.48
14-11-20 18:16:58,5424.48
14-11-20 18:21:59,5424.48
14-11-20 18:27:00,5424.48
